lsoa21,lad_2021_name,pop,cap,hiw,lcss,w2w,cap_2018,cap_2019,cap_2020,cap_2021,cap_2022,cap_2023,hiw_2019,hiw_2020,hiw_2021,hiw_2022,lcss_2017,lcss_2018,lcss_2019,lcss_2020,lcss_2021,lcss_2022,lcss_2023,lcss_2024,w2w_2016,w2w_2017,w2w_2018,w2w_2019,w2w_2020,w2w_2021,w2w_2022,w2w_2023,x,y,lr,lr1,lr2,lr3,lr4,lr5,lr6,hiw_w2w1,hiw_w2w2,hiw_w2w3,hiw_w2w4,hiw_w2w5,hiw_w2w6,hiw_w2w7,hiw_w2w8,hiw_w2w9,hiw_w2w10,hiw_w2w11,hiw_w2w12,hiw_w2w13,hiw_w2w14,hiw_w2w15,hiw_w2w16,hiw_w2w17,hiw_w2w18,hiw_w2w19,hiw_w2w20,hiw_w2w21,hiw_w2w22,hiw_w2w23,hiw_w2w24,hiw_w2w25,hiw_w2w26,hiw_w2w27,hiw_w2w28,lsoa_name_2011,local_authority_district_code_2019,local_authority_district_name_2019,index_of_multiple_deprivation_imd_score,income_score_rate,employment_score_rate,education_skills_and_training_score,health_deprivation_and_disability_score,crime_score,barriers_to_housing_and_services_score,living_environment_score,income_deprivation_affecting_children_index_idaci_score_rate,income_deprivation_affecting_older_people_idaopi_score_rate,children_and_young_people_sub_domain_score,adult_skills_sub_domain_score,geographical_barriers_sub_domain_score,wider_barriers_sub_domain_score,indoors_sub_domain_score,outdoors_sub_domain_score,min_lr,min_hiw_w2w1,min_jc,wt_dist_cond_cap_ut,wt_dist_cap_ut,gp_dist,ut_201719,c_ut_201719,sh
E01006677,Liverpool,1553.33333333333,395,3,457,56,11,59,44,62,81,138,0,1,1,0,49,43,44,66,72,74,52,57,4,10,12,7,2,7,10,4,336214.4117,388473.3762,0,7411.51878469072,28984.9643372978,6950.43513337283,6957.07843014748,2409.00922481076,7009.96450431979,3944.23510808158,6193.49634032534,714.86647258305,539.056520620358,8443.17944598025,11338.9823549833,9589.14879431034,9788.58428259283,18641.396293916,15429.3996886082,4483.92658191716,16421.1623547855,22449.5413228739,16694.9238710867,15341.5909641071,8523.32199896742,5521.92171705552,28496.0627697182,10370.5345647405,6879.35074798721,5962.16197345302,7029.08876833557,3867.68200754215,9265.14665975524,11431.4938643519,3877.10341979076,18652.8487572078,1979.82523629447,Liverpool 043D,E08000012,Liverpool,73.333,0.519,0.339,69.588,1.973,0.627,18.251,40.988,0.504,0.591,1.337,0.548,-0.636,1.631,0.846,0.866,2409.00922481076,539.056520620358,1979.82523629447,-0.00109128024446788,9.12274083730154e-05,602.306728190325,0.0252844500632111,0.015402144807589,53.7
E01006678,Liverpool,1990,464,5,656,62,78,66,39,69,115,97,0,1,3,1,68,63,42,111,91,127,100,54,9,21,13,3,4,6,5,1,336246.574,387978.1274,13,7906.03257163205,29481.0148434023,7432.57162659782,7442.19100776827,2839.17557423046,7000.49661633419,4396.85870713476,6653.92515690601,1195.62849953769,446.573255476388,8564.65760672932,11776.7966053467,9390.51714800129,10263.3313096921,18464.789549662,15303.6947242849,4569.38058057183,16603.6915643873,22573.003707006,16890.1453930037,15215.1511473781,8657.07061853926,5807.97373572477,28992.2354680193,10841.2716458462,6872.45697998849,5618.39412686981,7516.00680522445,4363.62793707576,9262.90149659289,11861.8057919012,4004.74658059207,18437.824487348,2374.9612501666,Liverpool 044E,E08000012,Liverpool,56.537,0.373,0.268,41.85,2.082,0.444,15.567,16.174,0.404,0.529,0.761,0.446,-1.238,1.492,-0.265,0.387,2839.17557423046,446.573255476388,2374.9612501666,-0.00108740453344159,9.08865789375448e-05,340.173874521177,0.0193859255939041,0.00651351470107216,57.9
E01006679,Liverpool,2771,651,8,734,145,67,80,82,99,168,155,0,2,2,4,145,92,49,90,99,124,83,52,25,52,19,2,6,11,18,12,336375.4889,389113.272,0,6769.73113117554,28364.3924857101,6400.66226584462,6397.00009456051,2054.29278794606,6871.96491615078,3291.71750391908,5536.34984850192,55.9115534322777,1149.89705356923,8129.36005082856,10691.6069338527,9693.00681823794,9257.25530915116,18695.7541213455,15417.2607013376,4655.55580585253,16017.5997922163,22110.5606899691,16276.5668240554,15330.597915604,8194.01618066371,5026.59293248843,27873.4142965878,9849.67089958305,6738.98758233246,6296.47140531382,6462.23190781736,3236.89466846394,9507.25256089451,10788.623849528,4005.35661377193,18761.9491890354,1737.35454833594,Liverpool 039D,E08000012,Liverpool,65.143,0.454,0.306,51.044,1.76,0.793,22.422,23.395,0.428,0.679,0.795,0.51,-0.582,2.434,-0.286,1.116,2054.29278794606,55.9115534322777,1737.35454833594,-0.00109743158966275,9.18798191007359e-05,504.879619322479,0,0,56.9
E01006680,Liverpool,1489,54,0,26,9,1,9,13,6,16,9,0,0,0,0,2,1,5,2,3,5,7,1,1,3,2,0,1,0,2,0,339555.3277,386482.983100001,0,9921.20589504392,31443.9934458811,10200.0579019953,10157.1782031554,6180.97309837741,4208.94228690162,5949.6474412911,7955.34759747538,4141.28677682042,4074.01222055971,6454.42215011258,12354.772065103,5790.07311479532,13069.8726006894,14876.7917886378,11818.5251527961,8130.69169668047,14561.1505683395,20073.2346728736,14929.8993375561,11728.5641956607,6623.72077119557,5409.41686848264,30930.5017238255,13690.2681710211,4110.30579923848,2272.44567878492,10192.3499920736,6791.50215917168,12611.3930387149,12329.3092875974,7608.53232718978,14813.3490817756,5828.96125229589,Liverpool 053B,E08000012,Liverpool,10.97,0.059,0.063,6.226,0.108,-0.709,5.799,33.637,0.024,0.114,-0.627,0.227,-0.359,-3.031,0.691,0.525,4208.94228690162,4074.01222055971,2272.44567878492,-0.00108438042934834,9.20977218821217e-05,618.468697891646,0.00247320692497939,-0.00573007937411727,2.7
E01006681,Liverpool,1563,202,3,238,34,28,31,24,36,45,38,0,0,0,3,19,28,32,40,30,43,19,27,8,6,9,2,2,1,2,4,340157.5029,386111.124,25,10475.8762262297,31930.2880894972,10841.5342772268,10793.2208262726,6882.89292648698,3915.61305540834,6507.64107649495,8438.78359717112,4842.14786233181,4775.57623964737,6297.64131043394,12669.9183171354,5116.81747508002,13706.1679745173,14202.2763322182,11186.5802388346,8813.91169188146,14321.2276813995,19702.2261734984,14707.564627743,11096.2287939827,6483.40541137943,5692.61225840881,31413.2889342266,14330.0477656471,3832.92362227776,1691.82359429351,10824.0272745188,7424.42884296264,13247.542685034,12625.5053396249,8301.02859378005,14119.702556246,6535.28317109535,Liverpool 054D,E08000012,Liverpool,29.696,0.168,0.171,13.733,1.137,0.113,10.404,32.676,0.155,0.176,-0.503,0.324,-0.478,-0.546,0.584,0.683,3915.61305540834,4775.57623964737,1691.82359429351,-0.00108209550670193,9.19407783089581e-05,658.323500935819,0.00681135996305703,-0.00210120238668212,23.4
E01006682,Liverpool,1244,29,0,4,10,7,4,4,6,4,4,0,0,0,0,1,0,0,0,0,1,1,1,2,2,4,1,0,1,0,0,339167.4631,386232.513499999,0,10044.4359905454,31616.9803963346,10213.4590492723,10179.1244948552,6056.67120669036,4669.87273988794,6082.16672148631,8149.01154156502,4032.12115836685,3837.43466012746,6910.13259167674,12653.8837392545,6110.33857180938,13087.5768439298,15193.4515448182,12182.8951415311,7834.18924351133,15021.5872360734,20531.5499108022,15389.276851038,12092.5962693912,7077.49715119054,5741.69911830047,31106.5150009637,13701.9938749562,4571.69445524236,2287.58464921194,10220.8164720271,6826.74308493267,12250.1494850819,12638.7603107065,7333.95747365366,15093.3633775974,5675.17115163655,Liverpool 053C,E08000012,Liverpool,8.792,0.034,0.057,3.163,0.341,-1.103,3.139,28.371,0.031,0.063,-1.232,0.207,-0.626,-4.088,0.48,0.456,4669.87273988794,3837.43466012746,2287.58464921194,-0.00108161551627958,9.15517711411352e-05,632.633332620681,0.00551132884262094,-0.00344375587272777,0.6
E01006683,Liverpool,1520,45,1,9,11,2,3,4,7,13,16,0,1,0,0,1,2,0,3,0,3,0,0,3,4,2,0,1,0,1,0,339793.7021,386040.0309,0,10417.473394384,31925.2504810831,10701.7911022641,10659.4776766359,6649.24855965688,4248.15546006725,6445.62400775123,8433.26651061728,4613.37027405119,4480.02433521283,6595.32298116621,12770.0719638183,5458.4889594007,13572.0501056067,14539.8661699102,11544.720686292,8489.16417641331,14647.2788144112,20057.9142596407,15028.9622582113,11454.2641579543,6776.03588476389,5804.87119123096,31410.7381209458,14192.0604663581,4161.13101513439,1769.46451671375,10694.9749939714,7294.19895326938,12894.3784595402,12736.026643463,7986.8142223668,14438.6391371611,6284.30848699947,Liverpool 053D,E08000012,Liverpool,12.055,0.057,0.072,4.358,0.393,-0.684,4.06,32.499,0.041,0.069,-1.301,0.234,-0.585,-3.124,0.655,0.484,4248.15546006725,4480.02433521283,1769.46451671375,-0.00108103226210246,9.16694093942042e-05,502.377389319251,0.00551132884262094,-0.00344375587272777,1.5
E01006684,Liverpool,2210.66666666667,66,1,46,7,4,9,6,4,23,20,0,0,0,1,6,3,7,10,7,7,2,4,0,3,1,0,1,0,1,1,338706.0518,385614.465700001,13,10528.2483557019,32145.9632524816,10543.1032733129,10521.5343034341,6196.53747802354,5385.6985888512,6596.56598687127,8726.25749078851,4233.40073165213,3814.15722441471,7667.54712453397,13337.2891509682,6475.26418186631,13415.1274978114,15517.5608680284,12612.7452891811,7627.64681514252,15763.6575498372,21220.0277984394,16136.402007581,12521.8853457892,7837.95876279815,6463.53137256556,31639.5555815211,14019.2122129537,5292.84951364528,2247.35050208968,10572.6365448801,7206.49260379935,11878.3682116021,13332.1377895718,7177.77326557258,15344.6005915202,5768.92630247107,Liverpool 056B,E08000012,Liverpool,9.437,0.049,0.051,2.906,-0.019,0.031,18.826,20.204,0.054,0.084,-0.803,0.159,0.516,-1.984,0.192,0.118,5385.6985888512,3814.15722441471,2247.35050208968,-0.00107585376726916,9.05937046014312e-05,750.931019574767,0.00551132884262094,-0.00344375587272777,4
E01006685,Liverpool,1505.33333333333,79,0,57,11,10,17,8,21,13,10,0,0,0,0,8,11,2,9,7,8,7,5,5,0,2,0,0,1,2,1,339371.7247,385587.2335,13,10721.0662531445,32288.7302264167,10875.6458752257,10843.7289246602,6657.71113964197,4857.39891181611,6757.8766935268,8814.37133612562,4650.84408871257,4355.57987052386,7214.25510701642,13266.0728169686,5810.12918912412,13750.1561403321,14858.5395135091,11946.6095876659,8250.57237549692,15260.5830296196,20641.4789150756,15644.1636648501,11855.7420946211,7394.9035417514,6323.78877197772,31777.6620488021,14362.6256391233,4772.71967903917,1685.21355712299,10887.0987849229,7496.03628618273,12539.621698758,13242.401578533,7783.37948066474,14699.1136832925,6256.23689436391,Liverpool 056C,E08000012,Liverpool,16.482,0.08,0.091,4.39,0.556,-0.168,6.204,37.024,0.074,0.104,-0.88,0.214,-0.529,-1.918,0.842,0.464,4857.39891181611,4355.57987052386,1685.21355712299,-0.0010767727231689,9.09172659514533e-05,116.707052539,0.00551132884262094,-0.00344375587272777,4.4
E01006686,Liverpool,1317.33333333333,32,0,7,12,3,3,2,18,2,4,0,0,0,0,2,0,3,0,0,1,1,0,4,5,1,0,0,1,1,0,339852.4116,385568.3584,0,10882.8115857008,32399.1772682126,11133.7288029961,11094.7784600624,7010.71406036966,4498.21718429257,6911.30006782116,8907.71245855324,4985.44784293897,4765.82734771885,6907.81661750404,13234.4902907617,5330.08500842766,14006.1325214445,14383.2227777041,11465.6133928659,8704.09436967826,14904.7554800562,20226.6831639858,15296.3811699773,11374.7405276737,7096.08150917209,6264.35119743935,31884.8993303035,14623.7968963933,4421.03457903907,1340.62870009622,11132.7698095757,7733.42461162542,13017.3105866705,13197.3654288536,8226.19296597816,14234.4290130901,6627.00584370607,Liverpool 053E,E08000012,Liverpool,12.584,0.059,0.072,7.614,0.316,-0.496,2.827,32.826,0.047,0.092,-0.685,0.257,-0.916,-2.809,0.64,0.561,4498.21718429257,4765.82734771885,1340.62870009622,-0.0010772948029111,9.11232099163011e-05,409.956962942586,0.00551132884262094,-0.00344375587272777,0.6
E01006687,Liverpool,2463.33333333333,205,1,302,27,42,31,29,27,41,35,0,0,1,0,27,19,34,60,48,52,34,28,5,9,4,2,4,0,3,0,339319.0394,384851.7656,16,11415.5303348069,33002.4565028074,11499.5217419724,11474.2158985656,7175.00805243423,5375.50789132485,7460.70388390372,9538.03752480016,5207.87822612011,4779.83543654966,7799.52804634331,14002.4978622564,5834.81853442724,14373.1399370665,14788.5005042329,12004.5196546174,8509.518287923,15777.5130568317,21040.8429351701,16173.4081024789,11913.3083933623,7988.63976128148,7055.61409222021,32492.6572431058,14980.0870317781,5301.93385562073,1382.1715752958,11522.3892678953,8143.95113602595,12626.0905954031,13977.5428677301,8086.63597628775,14552.2841987543,6745.71648886345,Liverpool 056D,E08000012,Liverpool,19.924,0.116,0.106,2.557,0.782,0.142,24.072,16.607,0.108,0.187,-1.213,0.19,0.661,-0.891,0.025,0.011,5375.50789132485,4779.83543654966,1382.1715752958,-0.00107109778145372,9.00979258815014e-05,828.466866745885,0.00551132884262094,-0.00344375587272777,18.5
E01006688,Liverpool,1602.66666666667,104,0,168,30,14,17,13,17,25,18,0,0,0,0,16,15,20,21,16,36,23,21,9,6,5,3,1,1,3,2,339588.6055,385221.499399999,12,11133.2795651799,32688.4677999856,11300.7033974107,11268.5322447003,7072.8184409782,4926.29652071791,7167.09981856292,9206.55207053374,5071.18272463522,4747.21385006369,7343.0198762663,13604.9087803799,5567.84198281795,14175.1970043896,14579.5162945492,11726.6917892401,8593.73349422926,15331.1591674619,20624.8756851345,15724.8292845932,11635.6089118593,7531.63901263252,6645.00746650693,32176.3901278047,14787.7859091961,4850.925243271,1290.23782462249,11311.6289509385,7919.74917800097,12816.1285660022,13573.9963966676,8141.72418638411,14387.6520244555,6665.76862917915,Liverpool 056E,E08000012,Liverpool,23.87,0.133,0.127,10.726,0.737,-0.031,8.126,42.398,0.141,0.144,-0.191,0.25,-0.582,-1.015,1.025,0.521,4926.29652071791,4747.21385006369,1290.23782462249,-0.00107424690031513,9.0609440298057e-05,467.019503480875,0.00551132884262094,-0.00344375587272777,8.6
E01006689,Liverpool,1567.66666666667,85,0,33,12,18,5,12,8,26,16,0,0,0,0,6,1,5,6,1,5,7,2,1,5,1,2,1,0,1,1,339572.6744,387027.516799999,12,9412.75654802118,30913.5279144707,9754.88116595554,9706.17684588088,5864.20833725274,3954.48730759128,5441.30005909506,7422.02315773215,3825.80313935545,3905.81047675126,6086.81054440707,11812.0368540706,5936.64505918059,12619.0976809089,15005.6499317387,11867.9937067178,8015.32237986104,14224.6178926084,19826.2926606139,14581.7778042838,11778.8313672388,6245.5800762607,4873.22126705636,30399.1780813006,13243.1412029845,3845.72283220958,2754.82336122964,9736.92771557309,6337.3576316609,12592.8970321242,11788.2946568386,7463.54576873904,14996.8500853314,5545.13538728881,Liverpool 049D,E08000012,Liverpool,12.219,0.08,0.068,2.745,-0.287,-0.432,12.677,37.768,0.08,0.145,-1.154,0.192,0.192,-2.638,0.838,0.561,3954.48730759128,3825.80313935545,2754.82336122964,-0.00108915819299399,9.28343076274018e-05,269.348123248701,0.00247320692497939,-0.00573007937411727,5.9
E01006690,Liverpool,1840.66666666667,589,4,882,76,64,48,115,45,166,151,0,0,3,1,103,87,106,131,134,130,102,89,13,19,12,8,5,1,14,4,337357.418,390821.264,10,5154.86290879008,26792.596013459,5381.23088859973,5323.35885136629,2606.90325643666,6292.34539996177,1351.78153575936,3614.87863425867,1914.44222383965,3119.929326831,6962.5997822954,8728.16358694196,9729.04243183368,8233.69179071088,18454.8199842865,15008.1066029136,6002.12016977502,14503.286135508,20739.9338394417,14723.396133628,14925.7678968828,6979.08535151252,3415.0490838902,26290.6379885549,8861.58543380831,6159.50147571113,7134.73780243221,5348.88979538485,1960.7615998437,10859.1733075309,8820.51315072281,5310.80360762617,18684.8424150196,2717.03840328952,Liverpool 028A,E08000012,Liverpool,61.379,0.334,0.257,45.035,1.828,1.357,17.188,53.827,0.419,0.38,0.898,0.451,-0.916,1.673,1.218,1.039,2606.90325643666,1351.78153575936,1960.7615998437,-0.00111927557428745,9.45678682394963e-05,395.733147992411,0,0,33
E01006691,Liverpool,1765.66666666667,331,3,672,57,52,18,52,49,72,88,0,1,0,2,84,60,83,87,78,97,89,94,14,15,9,6,2,1,9,1,337041.8454,390723.6558,0,5201.36794756675,26844.8397056934,5275.32755888909,5228.45593814988,2280.38071171784,6554.48093151357,1549.49964594213,3796.69790891701,1686.94292220419,2888.29334520835,7279.03711277631,8951.94705746045,9927.04848705672,8141.51011778372,18697.4331700791,15267.1140990816,5672.39656942061,14833.5837493296,21069.057809071,15053.3736558551,15184.2479180898,7298.46747782443,3745.34166896592,26345.9041031128,8764.09526475481,6421.07370588027,7201.32146047652,5262.7585480606,1862.06622503572,10528.8513932885,9053.94376040953,4980.95456494973,18908.0768674522,2387.33385898319,Liverpool 030A,E08000012,Liverpool,69.234,0.374,0.221,70.02,1.868,1.65,15.767,72.717,0.428,0.408,1.839,0.471,-1.995,1.658,1.824,1.109,2280.38071171784,1549.49964594213,1862.06622503572,-0.0011163449225341,9.3966547375171e-05,136.947511020834,0,0,20.8
E01006692,Liverpool,2545.33333333333,700,2,884,67,65,109,81,86,187,172,0,0,1,1,115,109,91,135,77,164,108,85,10,26,11,2,4,2,6,6,338084.8202,390991.259199999,12,5179.64522799802,26741.51317812,5730.42018148069,5650.84287910408,3352.41962950816,5691.26186112601,1207.7896521808,3340.11873123089,2486.1347370384,3667.81846763262,6237.08770493988,8291.13342750727,9265.64626162149,8533.98902984568,17880.9046421565,14400.3889263416,6743.60268974294,13758.9936483131,19993.0249682613,13981.7411644345,14319.2542407644,6247.70452187427,2669.55216245032,26232.9173532057,9170.20857518606,5560.28666891529,6986.97412744367,5658.14102746953,2385.54110095517,11604.3060784762,8358.08698506697,6052.9134466973,18153.2580712557,3459.2616857059,Liverpool 028B,E08000012,Liverpool,54.694,0.328,0.238,39.364,1.587,0.47,21.503,55.543,0.363,0.387,0.757,0.424,0.069,0.881,1.374,0.739,3352.41962950816,1207.7896521808,2385.54110095517,-0.00112543552868337,9.60791207326695e-05,888.786525276524,0,0,24
E01006693,Liverpool,1478,482,2,452,40,58,45,72,79,105,123,0,0,1,1,54,46,44,75,63,80,51,39,6,12,5,4,4,2,4,3,336871.1465,391795.708900001,0,4116.45634430794,25759.5766968277,4317.38946220915,4251.42071794765,2505.54875091349,7135.7799522693,883.36931370793,2876.21184626522,2673.72662248907,3835.82919411291,7510.29568122346,8090.1996684005,10712.9728161615,7156.79097999861,19329.2706056183,15835.2204264423,5987.50595907908,14705.8300337722,21034.6068897281,14889.4633585128,15754.7780991513,7495.89894767242,3762.89978914955,25260.9335670413,7787.33484360218,7005.70571934262,8223.63163113736,4271.52384105279,929.917271266661,10739.4772078547,8220.20204367171,5301.82065719959,19609.0154621573,2818.68664978446,Liverpool 024D,E08000012,Liverpool,64.417,0.369,0.306,47.548,2.046,1.301,14.854,32.008,0.345,0.42,0.184,0.545,-0.797,1.056,0.496,0.804,2505.54875091349,883.36931370793,929.917271266661,-0.0011267247222197,9.42508372303738e-05,236.904551668868,0.00475578406169666,0.00104748615240746,52.1
E01006694,Liverpool,1943.66666666667,454,1,789,60,39,64,93,67,88,103,0,0,1,0,119,114,83,122,100,114,80,57,13,17,7,3,0,3,10,7,337007.5657,391386.7225,0,4539.5863029601,26183.2544738813,4720.19797243959,4660.13636594712,2429.14119610668,6834.74650065552,1009.17262577956,3187.11598358499,2304.52761389891,3488.44780672186,7333.06826770507,8378.63806634607,10350.5946111334,7569.59055862488,19019.8373671865,15546.3830139304,5909.05778572374,14676.5182562358,20971.0537294439,14874.8295852973,15465.0773998647,7331.20828730758,3648.13099162808,25683.817636481,8198.09205083402,6703.3092543339,7798.02027862784,4684.55032473984,1304.39772898997,10713.1886701952,8494.79949904067,5218.08937890574,19276.6438232017,2667.99953980553,Liverpool 030B,E08000012,Liverpool,61.515,0.355,0.253,50.589,1.301,1.039,16.027,76.535,0.406,0.312,1.117,0.459,-1.129,1.551,2.109,0.9,2429.14119610668,1009.17262577956,1304.39772898997,-0.001123209066615,9.43071840352903e-05,287.439237444611,0.00769230769230769,0.00166745105334691,18.3
E01006695,Liverpool,1802.33333333333,585,10,1636,97,46,45,116,86,131,161,0,0,3,7,256,228,196,256,200,198,179,123,19,23,13,14,4,5,15,4,337460.6285,391370.4509,24,4639.6701198386,26265.1264943103,5026.09978399982,4953.32377816381,2844.33479279831,6418.25318396861,794.767155035404,3057.24514864659,2448.56705975618,3653.0885437836,6880.08337432935,8187.13514172834,9987.62144467456,7849.54087407175,18609.6455353541,15123.9315087157,6309.62302267917,14244.6614657044,20528.8704318509,14447.9667268057,15043.0778910686,6877.86547663316,3200.20022091177,25761.494727541,8483.08227804748,6287.62570653908,7581.96256326184,4966.97722798895,1656.78272817381,11132.36182849,8285.89108748308,5617.5103038579,18883.4897249177,3043.65947947516,Liverpool 028C,E08000012,Liverpool,74.929,0.417,0.372,39.851,2.401,1.863,17.447,51.17,0.338,0.434,0.87,0.41,-0.648,1.47,1.102,1.135,2844.33479279831,794.767155035404,1656.78272817381,-0.00112607624315943,9.51307947788483e-05,300.381516946457,0.00769230769230769,0.00166745105334691,37.5
E01006696,Liverpool,2031.33333333333,461,2,572,42,55,40,65,65,106,130,0,0,0,2,73,70,68,100,76,92,51,42,8,17,7,6,0,0,1,3,336853.2719,391084.048900001,0,4822.03575929414,26462.69776238,4871.47854061915,4823.09081800382,2176.92915863657,6857.68683616611,1339.76584107775,3525.95962562172,1973.05619218627,3151.59301245048,7470.81399034412,8718.26616418114,10290.6126247728,7736.17694931469,19023.1195344753,15573.6632115547,5638.14072592423,14907.7042012079,21179.8769973084,15114.2349832128,15491.4728601367,7478.74403998607,3844.95800824953,25965.1026450387,8359.45947320436,6725.02939519677,7607.70625579403,4856.59638986564,1455.68837864475,10463.9896900075,8833.79421067334,4946.0173173305,19252.5390009463,2374.55397196502,Liverpool 030C,E08000012,Liverpool,55.683,0.32,0.209,41.794,1.702,1.467,15.227,52.968,0.297,0.48,0.523,0.479,-0.882,1.216,1.251,0.861,2176.92915863657,1339.76584107775,1455.68837864475,-0.00111893333829744,9.38793648752964e-05,381.327265115692,0,0,30.5
E01006697,Liverpool,1899.66666666667,376,3,768,83,29,31,60,46,114,96,0,0,1,1,118,92,68,107,81,136,103,63,19,21,17,6,3,3,10,4,337171.2085,391154.827199999,0,4793.58614016077,26435.6710209479,5003.60961412258,4943.92192993984,2501.36337682686,6591.07459386759,1105.41401091809,3346.74139636428,2135.34514955502,3334.32428964642,7155.85313149532,8508.34145113765,10079.0496319206,7853.40243420296,18769.2908366543,15305.7935522899,5956.79265942062,14582.7171144454,20854.2386927823,14790.1622094343,15224.0872000192,7161.27896670275,3519.46957302467,25934.9918879264,8481.90425174054,6459.06415156871,7516.60584528109,4968.3404943972,1586.03508066482,10787.3598047274,8613.82551694692,5264.50378391722,19016.1158963416,2685.94692029423,Liverpool 030D,E08000012,Liverpool,62.436,0.333,0.21,56.458,1.634,1.733,16.142,71.449,0.342,0.331,1.382,0.452,-0.902,1.438,1.83,0.983,2501.36337682686,1105.41401091809,1586.03508066482,-0.00112176307961879,9.44650208479354e-05,60.5462181491366,0.00769230769230769,0.00166745105334691,16.7
E01006698,Liverpool,1567.66666666667,350,0,768,47,30,8,47,74,101,90,0,0,0,0,63,70,95,154,110,128,103,45,7,17,5,3,4,3,4,4,335434.1203,394577.5361,16,1613.29226114651,22834.8451243417,1449.5961417151,1307.14292878602,4217.10572759037,9851.9872851154,3325.75112094627,2811.97357012388,5498.85132927556,6481.97267850426,9641.08232296952,6957.98215110351,13644.9822162829,4084.83913757631,21972.7488790564,18389.7326182758,6930.94712405712,15739.607818452,22199.3820737847,15821.6467998211,18314.3095812739,9563.61436870053,5902.90078304373,22348.5632111679,4724.4438720557,9730.38814687024,11354.701254659,1265.54345045792,2339.59359970132,10962.6924268539,7210.84718729624,6370.80618493104,22368.5261463763,4747.59653401252,Liverpool 012D,E08000012,Liverpool,58.973,0.323,0.235,41.325,1.845,1.123,7.55,67.034,0.456,0.247,0.572,0.469,-1.438,-0.39,1.559,1.24,1307.14292878602,2811.97357012388,1265.54345045792,-0.00114131990675048,9.19280430334614e-05,475.903929669975,0.00526759376316899,-0.00255174090194419,14
E01006699,Liverpool,1700.66666666667,426,4,917,60,31,27,64,92,108,104,0,1,2,1,118,95,89,144,117,155,115,84,6,17,13,9,3,4,3,5,335193.6307,394184.211300001,25,2073.1870731863,23207.1283253828,1435.92881335681,1343.98004390995,3795.48957135148,9812.04656317131,3230.0850491333,3044.7663964958,5162.89033837059,6109.3030655094,9720.82507232989,7388.3526332479,13547.5911416329,4238.3529962974,21968.8152017776,18404.8618961689,6469.97434618107,16002.0008936142,22454.5958593609,16096.557239863,18328.1734817433,9653.8672423846,5946.43580318892,22724.1160457552,4870.26166062676,9687.90051711587,11122.9538083943,1353.78401620674,2062.62442020511,10527.634627564,7634.64109518485,5910.34379731579,22333.0821898756,4330.18488928518,Liverpool 014A,E08000012,Liverpool,68.487,0.384,0.324,63.234,2.73,0.646,12.154,39.804,0.415,0.414,0.729,0.593,-0.949,0.566,0.747,1,1343.98004390995,3044.7663964958,1353.78401620674,-0.00113492322308915,9.16981571024869e-05,96.2234920904646,0.00526759376316899,-0.00255174090194419,59.9
E01006700,Liverpool,1597,374,3,768,52,24,9,48,81,120,92,0,0,0,3,74,73,65,137,122,123,95,79,7,15,15,7,1,2,3,2,335512.1662,394174.4672,12,1917.2102566746,23243.2525034664,1700.71106678889,1588.10886550582,3833.45388816643,9547.3568897522,2984.27964311296,2727.15900216661,5088.34508962378,6075.22058890856,9418.95023659743,7146.97715241195,13308.4782762681,4441.2095372655,21692.2315765414,18121.727415517,6637.59459032399,15684.9140939534,22136.8701331941,15780.7111828199,18045.4394756091,9349.66646361671,5652.34103031496,22756.4393507584,5078.00877475035,9424.18254010205,10961.4841543827,1575.75765688054,1931.77588443697,10771.6756813708,7385.47476011441,6060.53568042695,22068.069478817,4360.17382322416,Liverpool 012E,E08000012,Liverpool,70.028,0.374,0.293,44.135,2.145,1.4,10.99,75.649,0.451,0.389,0.286,0.517,-0.99,0.304,1.787,1.411,1588.10886550582,2727.15900216661,1575.75765688054,-0.00113853197990525,9.21387368742185e-05,406.972820589116,0.00526759376316899,-0.00255174090194419,28.6
E01006701,Liverpool,1606.33333333333,353,4,632,42,34,10,58,71,65,115,0,1,3,0,74,77,81,116,68,83,81,52,6,7,11,8,1,4,4,1,335264.6862,393745.7928,16,2411.64772373626,23649.7134303104,1791.48967705714,1727.19500734639,3369.40122487694,9507.28780093473,2911.4905073866,3026.83486404566,4720.11578872831,5665.97282293184,9511.03483169956,7613.53717586001,13200.9605130006,4638.67961603324,21682.7821395642,18134.4852744985,6144.38329876988,15967.2879567008,22408.3218554224,16076.4767813896,18056.8562690562,9453.39359950962,5716.59081863282,23166.2230951227,5265.46243942867,9381.48930060967,10707.215918058,1756.84086869293,1644.15107082288,10315.3474773484,7845.31365562937,5565.67267869609,22024.2346861752,3901.26888311708,Liverpool 014B,E08000012,Liverpool,56.553,0.285,0.252,36.399,1.801,1.547,12.604,51.521,0.329,0.274,0.063,0.485,-0.758,0.49,1.094,1.183,1727.19500734639,2911.4905073866,1644.15107082288,-0.00116112584155,9.18673353209005e-05,358.501906553198,0.0101910828025478,0.00233957049409449,29.3
